total,amt1,amt2
1440.92,1440.92,0
1440.98,1440.98,0
1441.04,1426.04,15
1441.05,1441.05,0
1441.15,1441.15,0
1441.24,1220.23,221.01
1441.3,1441.3,0
1441.32,1441.32,0
1441.32,1441.32,0
1441.62,1441.62,0
1441.94,1441.23,0.71
1442.02,1442.02,0
1442.1,1442.1,0
1442.19,1418.19,24
1442.43,1154.15,288.28
1442.46,1442.46,0
1442.47,1407.41,35.06
1442.48,1422.75,19.73
1442.52,1442.52,0
1442.76,1442.76,0
1442.82,1433.08,9.74
1442.83,1442.83,0
1442.84,1435.09,7.75
1442.95,1442.95,0
1442.98,1442.98,0
1443.28,1394.08,49.2
1443.28,1394.08,49.2
1443.39,1443.39,0
1443.49,1443.49,0
1443.6,1354.75,88.85
1443.82,1443.82,0
1443.89,1364.59,79.3
1444.02,1444.02,0
1444.24,1444.24,0
1444.38,1444.38,0
1444.44,1444.44,0
1444.45,1183.33,261.12
1444.53,1444.53,0
1444.53,1444.53,0
1444.54,1429.28,15.26
1444.75,1397.75,47
1445.16,1445.16,0
1445.3,1337.32,107.98
1445.42,1252.74,192.68
1445.46,1327.46,118
1445.46,1437.31,8.15
1445.49,1347.99,97.5
1445.49,1440.91,4.58
1445.76,1431.81,13.95
1445.77,1388.61,57.16
1445.91,1445.91,0
1446.07,1446.07,0
1446.25,1446.25,0
1446.27,1446.27,0
1446.27,1446.27,0
1446.31,1423.18,23.13
1446.33,1446.33,0
1446.43,1380.43,66
1446.53,1439.53,7
1446.61,1302.91,143.7
1446.69,1446.69,0
1446.74,1386.74,60
1446.75,1431.75,15
1446.8,1446.8,0
1446.9,1446.9,0
1446.98,1345.66,101.32
1447,1330.5,116.5
1447.1,1447.1,0
1447.25,1435.25,12
1447.3,1447.3,0
1447.32,1174.31,273.01
1447.45,1447.45,0
1447.55,1420.35,27.2
1447.55,1432.59,14.96
1447.72,1447.29,0.43
1447.76,1447.76,0
1447.8,1447.8,0
1447.89,1447.89,0
1447.94,1447.94,0
1447.95,1447.95,0
1448.12,1448.12,0
1448.37,1446.16,2.21
1448.45,1448.45,0
1448.61,1445.92,2.69
1448.8,1295.8,153
1449.07,1437.07,12
1449.16,1449.16,0
1449.26,1449.26,0
1449.28,1441.76,7.52
1449.31,1447.35,1.96
1449.38,1449.38,0
1449.52,1294.24,155.28
1449.87,1444.64,5.23
1449.93,1027.04,422.89
1450.05,1227.52,222.53
1450.3,1375.8,74.5
1450.41,1210.72,239.69
1450.61,1450.61,0
1450.79,1450.34,0.45
1450.95,1349.45,101.5
1450.95,1450.95,0
1450.99,1450.99,0
1451.05,1408.55,42.5
1451.06,1450.41,0.65
1451.15,1451.15,0
1451.19,1448.19,3
1451.24,1451.24,0
1451.4,1451.4,0
1451.43,1155.06,296.37
1451.55,1451.55,0
1451.57,1445.57,6
1451.69,1451.69,0
1451.74,1451.74,0
1451.87,1449.87,2
1451.95,1451.95,0
1451.99,1186.57,265.42
1452.01,1452.01,0
1452.08,1452.08,0
1452.1,1445.4,6.7
1452.22,1161.43,290.79
1452.22,1447.64,4.58
1452.52,1450.27,2.25
1452.69,1452.69,0
1452.7,1452.7,0
1452.7,1452.7,0
1452.96,1449.96,3
1453.01,1453.01,0
1453.11,1329.46,123.65
1453.24,1448.24,5
1453.26,1453.26,0
1453.27,1453.27,0
1453.31,1379.88,73.43
1453.34,1453.34,0
1453.42,1447.51,5.91
1453.62,1310.7,142.92
1453.72,1453.72,0
1453.74,1453.74,0
1453.75,1428.48,25.27
1453.76,1450.22,3.54
1453.86,1453.86,0
1453.9,1449.9,4
1453.93,1453.93,0
1453.98,1444.98,9
1454,1454,0
1454.23,1454.23,0
1454.33,1454.33,0
1454.64,892.32,562.32
1454.65,1451.65,3
1454.7,1406.7,48
1454.75,1446.49,8.26
1454.81,1406.11,48.7
1454.89,1454.89,0
1454.94,1160.94,294
1455.25,1451.8,3.45
1455.28,1455.28,0
1455.28,1455.28,0
1455.36,1455.36,0
1455.38,1449.42,5.96
1455.41,1451.91,3.5
1455.5,1439.1,16.4
1455.55,1455.55,0
1455.55,1455.55,0
1455.7,1433.96,21.74
1455.78,1455.78,0
1455.86,1278.86,177
1455.86,1278.86,177
1456.03,1453.02,3.01
1456.1,1456.1,0
1456.1,1456.1,0
1456.11,1456.11,0
1456.12,1456.12,0
1456.15,1354.98,101.17
1456.17,1456.17,0
1456.21,1456.21,0
1456.44,1439.25,17.19
1456.47,1456.47,0
1456.47,1456.47,0
1456.49,1456.49,0
1456.6,1456.6,0
1456.6,1456.6,0
1456.85,1456.85,0
1456.92,1379.5,77.42
1456.92,1456.27,0.65
1457.02,1430.16,26.86
1457.06,1444.06,13
1457.12,1457.12,0
1457.2,1457.2,0
1457.32,1457.32,0
1457.33,1457.33,0
1457.51,1454.51,3
1457.58,1457.58,0
1457.76,1457.76,0
1457.79,1453.74,4.05
1457.81,1402.83,54.98
1458.01,1458.01,0
1458.03,1358.56,99.47
1458.08,1458.08,0
1458.13,1458.13,0
1458.28,1458.28,0
1458.38,1458.38,0
1458.41,1374.88,83.53
1458.52,1458.52,0
1458.62,1458.62,0
1458.66,1458.66,0
1458.68,1458.68,0
1458.68,1458.68,0
1458.8,1458.8,0
1458.86,1458.86,0
1458.92,1355.92,103
1459,1459,0
1459.15,1369.15,90
1459.21,1459.21,0
1459.33,1459.33,0
1459.43,1372.43,87
1459.45,1459.45,0
1459.51,1459.51,0
1459.56,1366.79,92.77
1459.62,1433.32,26.3
1459.8,1315.8,144
1459.8,1456.8,3
1459.82,1459.82,0
1459.91,1429.91,30
1459.95,1433.95,26
1460.05,1460.05,0
1460.29,1460.29,0
1460.29,1460.29,0
1460.35,1457.35,3
1460.47,1251.95,208.52
1460.5,1460.5,0
1460.58,1460.58,0
1460.8,1319.8,141
1460.86,1460.86,0
1461.06,1461.06,0
1461.08,1412.96,48.12
1461.12,1440.77,20.35
1461.15,1433,28.15
1461.24,1189.1,272.14
1461.34,1442.94,18.4
1461.35,1276.07,185.28
1461.67,1461.67,0
1462.16,1462.16,0
1462.22,1462.22,0
1462.29,1435.79,26.5
1462.3,1429.3,33
1462.42,1462.42,0
1462.43,1333.96,128.47
1462.75,1462.75,0
1462.91,1436.91,26
1463.35,1463.35,0
1463.46,1208.02,255.44
1463.54,1463.54,0
1463.59,1463.59,0
1463.7,1463.7,0
1463.78,1463.78,0
1463.93,1463.93,0
1464.06,1464.06,0
1464.09,1446.09,18
1464.23,1464.23,0
1464.26,1447.54,16.72
1464.27,1464.27,0
1464.27,1464.27,0
1464.27,1464.27,0
1464.35,1418.12,46.23
1464.49,1464.49,0
1464.55,1460.86,3.69
1464.61,1434.11,30.5
1464.95,1455.95,9
1465.07,1465.07,0
1465.31,1461.37,3.94
1465.35,1438.68,26.67
1465.4,1465.4,0
1465.4,1465.4,0
1465.44,1465.44,0
1465.58,1465.58,0
1465.72,1465.72,0
1465.89,1465.89,0
1465.95,1465.95,0
1466.03,1453.65,12.38
1466.05,1466.05,0
1466.07,1362.92,103.15
1466.2,1466.2,0
1466.31,630.61,835.7
1466.32,1433.32,33
1466.36,1256.7,209.66
1466.43,1451.03,15.4
1466.6,1466.6,0
1466.61,1466.61,0
1466.78,1466.78,0
1466.84,1466.84,0
1466.96,1460.08,6.88
1467.1,1128.39,338.71
1467.27,1338.27,129
1467.28,1467.28,0
1467.34,1467.34,0
1467.45,1467.45,0
1467.49,1467.49,0
1467.54,1467.54,0
1467.56,1467.56,0
1467.79,1467.79,0
1467.83,1460.32,7.51
1467.84,1467.84,0
1467.93,1456.66,11.27
1467.93,1467.93,0
1467.94,1467.94,0
1467.94,1467.94,0
1467.95,1467.95,0
1468.01,1468.01,0
1468.07,1468.07,0
1468.32,1426.32,42
1468.41,1468.41,0
1468.51,1468.51,0
1468.56,1439.06,29.5
1468.59,977.34,491.25
1468.6,1358.15,110.45
1468.74,1468.74,0
1468.74,1468.74,0
1469.06,1469.06,0
1469.1,1385.6,83.5
1469.29,1469.29,0
1469.44,1467.44,2
1469.59,1468.5,1.09
1469.65,1469.65,0
1469.65,1469.65,0
1469.66,1469.66,0
1469.72,1376.62,93.1
1469.72,1469.72,0
1469.77,1401.77,68
1469.77,1401.77,68
1469.88,1469.88,0
1469.92,1442.14,27.78
1469.99,1013.28,456.71
1470,1470,0
1470.09,1470.09,0
1470.3,1470.2,0.1
1470.4,1470.4,0
1470.61,1443.63,26.98
1470.74,1418.24,52.5
1470.91,1470.91,0
1470.97,1470.97,0
1471,1471,0
1471.06,1455.57,15.49
1471.63,1471.38,0.25
1472.05,1395.55,76.5
1472.09,1457.09,15
1472.09,1472.09,0
1472.32,1407.8,64.52
1472.42,1472.42,0
1472.44,1471.99,0.45
1472.49,1472.49,0
1472.65,1472.65,0
1472.7,1472.7,0
1472.8,1472.8,0
1472.85,1472.85,0
1473.11,1473.11,0
1473.37,1466.58,6.79
1473.44,1368.13,105.31
1473.48,1473.48,0
1473.69,1472.06,1.63
1473.76,1473.76,0
1473.84,1473.84,0
1473.89,1456.87,17.02
1473.92,1081.52,392.4
1474.07,1474.07,0
1474.12,1468.67,5.45
1474.26,1466.08,8.18
1474.28,1366.78,107.5
1474.35,1474.35,0
1474.35,1474.35,0
1474.41,1474.41,0
1474.5,1445.56,28.94
1474.7,1458.75,15.95
1474.7,1458.75,15.95
1474.75,1401.2,73.55
1474.88,1474.88,0
1474.88,1474.88,0
1474.91,1474.91,0
1475.02,1418.02,57
1475.02,1418.02,57
1475.02,1475.02,0
1475.14,1447.04,28.1
1475.19,1475.19,0
1475.4,1453.4,22
1475.48,1475.48,0
1475.49,1475.49,0
1475.51,1411.25,64.26
1475.52,1475.52,0
1475.61,1475.61,0
1475.65,1399.41,76.24
1475.65,1470.74,4.91
1475.68,1475.68,0
1475.72,1464.05,11.67
1475.76,1457.51,18.25
1475.85,1469.6,6.25
1475.89,1459.89,16
1475.94,1408.52,67.42
1476.23,1476.23,0
1476.33,1365.33,111
1476.43,1375.35,101.08
1476.62,1476.62,0
1476.62,1476.62,0
1476.69,1196.08,280.61
1476.76,1467.2,9.56
1476.85,1442.8,34.05
1476.98,1476.98,0
1477.13,1477.13,0
1477.17,1459.43,17.74
1477.21,1477.21,0
1477.38,1477.38,0
1477.4,1477.4,0
1477.47,1470.27,7.2
1477.56,1477.56,0
1477.61,1465.81,11.8
1477.67,1477.67,0
1478.22,1478.22,0
1478.26,1478.26,0
1478.32,1472.32,6
1478.43,1456.09,22.34
1478.52,1478.52,0
1478.54,1478.54,0
1478.56,1478.56,0
1478.6,1478.6,0
1478.62,1475.67,2.95
1479.01,1146.03,332.98
1479.32,1456.32,23
1479.43,1479.43,0
1479.44,1479.44,0
1479.49,1479.49,0
1479.78,1369.8,109.98
1479.79,1441.79,38
1479.89,1365.23,114.66
1480.18,1411.18,69
1480.43,1405.43,75
1480.47,1441.77,38.7
1480.64,1477.64,3
1480.67,1480.67,0
1480.68,1366.68,114
1481,1445,36
1481.28,1466.28,15
1481.32,1481.32,0
1481.33,1481.33,0
1481.47,1481.47,0
1481.49,1325.49,156
1481.62,1481.62,0
1481.67,1082.67,399
1481.75,1481.75,0
1481.81,1480.81,1
1481.81,1481.81,0
1481.85,1465.85,16
1481.93,1458.93,23
1481.93,1458.93,23
1481.97,1388.01,93.96
1482,1477.95,4.05
1482.03,938.44,543.59
1482.03,938.44,543.59
1482.09,1479.99,2.1
1482.34,1467.55,14.79
1482.35,1482.35,0
1482.66,1473.66,9
1482.81,1476.37,6.44
1482.99,1440.23,42.76
1483.13,1457.15,25.98
1483.19,1483.19,0
1483.27,1459.77,23.5
1483.27,1483.27,0
1483.35,1481.89,1.46
1483.38,1234.84,248.54
1483.45,1483.45,0
1483.47,1483.47,0
1483.53,1363.37,120.16
1483.57,1483.57,0
1483.68,1481.58,2.1
1483.76,1426.76,57
1483.9,1031.25,452.65
1483.95,1254.5,229.45
1483.99,1428.78,55.21
1483.99,1483.99,0
1484.02,1484.02,0
1484.03,1436.03,48
1484.6,1327.23,157.37
1484.66,1484.66,0
1484.88,1484.88,0
1485.01,1435.78,49.23
1485.07,1485.07,0
1485.36,1479.05,6.31
1485.39,1365.06,120.33
1485.76,1485.76,0
1485.8,1484.18,1.62
1485.81,1338.81,147
1485.89,1480.83,5.06
1486.09,1411.8,74.29
1486.1,1486.1,0
1486.12,1486.12,0
1486.22,1486.22,0
1486.23,1288.46,197.77
1486.45,1486.45,0
1486.49,1483.45,3.04
1486.49,1486.49,0
1486.77,1385.27,101.5
1486.83,1418.08,68.75
1486.88,1031.88,455
1486.93,1486.93,0
1486.95,1478.9,8.05
1487.04,1487.04,0
1487.1,1351.16,135.94
1487.1,1351.16,135.94
1487.12,1487.12,0
1487.13,1475.33,11.8
1487.15,1435.16,51.99
1487.18,1372.67,114.51
1487.19,1487.19,0
1487.37,1487.37,0
1487.42,1487.42,0
1487.63,1487.63,0
1487.68,1485.68,2
1487.99,1487.99,0
1487.99,1487.99,0
1488.06,1429.89,58.17
1488.2,1464.23,23.97
1488.35,1264.35,224
1488.39,1470.39,18
1488.4,1488.4,0
1488.49,1476.49,12
1488.59,1483.04,5.55
1488.63,1465.33,23.3
1488.83,225.38,1263.45
1488.9,1488.9,0
1488.96,1488.96,0
1488.98,1324.33,164.65
1489.04,1489.04,0
1489.08,1489.08,0
1489.11,1387.11,102
1489.8,1489.8,0
1490.18,1487.18,3
1490.34,1490.34,0
1490.5,1433.5,57
1490.52,1214.34,276.18
1490.58,1490.58,0
1490.58,1490.58,0
1490.58,1490.58,0
1490.61,1458.61,32
1490.63,1403.13,87.5
1490.66,1377.97,112.69
1490.77,1490.77,0
1491.03,1175.53,315.5
1491.45,1394.26,97.19
1491.49,1491.49,0
1491.6,1345.13,146.47
1491.63,1473.82,17.81
1491.63,1491.63,0
1491.71,1491.71,0
1491.83,1491.83,0
1491.93,1471.96,19.97
1492.04,1489.44,2.6
1492.11,1492.11,0
1492.32,1492.32,0
1492.36,1492.36,0
1492.4,1426.4,66
1492.48,1492.48,0
1492.62,1492.62,0
1492.75,1452.11,40.64
1493.04,1493.04,0
1493.05,1493.05,0
1493.24,1493.24,0
1493.31,1493.31,0
1493.46,1493.46,0
1493.62,1460.39,33.23
1493.73,1493.73,0
1494.52,1494.52,0
1494.62,1494.62,0
1494.67,1494.67,0
1494.69,1494.69,0
1494.89,1417.98,76.91
1495.13,1492.59,2.54
1495.21,1495.21,0
1495.22,1085.4,409.82
1495.31,1495.31,0
1495.4,1476.63,18.77
1495.43,1495.43,0
1495.55,1395.81,99.74
1495.84,1495.84,0
1495.89,1495.89,0
1495.94,1419.05,76.89
1496.09,1496.09,0
1496.16,1496.16,0
1496.3,1496.3,0
1496.31,1391.4,104.91
1496.43,1444.66,51.77
1496.5,1402.49,94.01
1496.68,1338.68,158
1497.02,1497.02,0
1497.49,1446.74,50.75
1497.6,1497.6,0
1497.87,1497.87,0
1497.94,1490.68,7.26
1498.08,1498.08,0
1498.15,1399.15,99
1498.91,1493.91,5
1499.06,1474.6,24.46
1499.08,1499.08,0
1499.43,1499.43,0
1499.48,1478.08,21.4
1499.53,1488.88,10.65
1499.69,1499.69,0
1499.75,1424.75,75
1499.8,1499.8,0
1500.33,1500.33,0
1500.46,1499.77,0.69
1500.51,1499.99,0.52
1500.52,1500.52,0
1500.59,1440.59,60
1500.7,1489.52,11.18
1500.8,1500.8,0
1501.2,1501.2,0
1501.33,1488.33,13
1501.39,1487.26,14.13
1501.39,1487.26,14.13
1501.45,1412.98,88.47
1501.66,1501.66,0
1501.89,1501.89,0
1501.89,1501.89,0
1502.42,1496.47,5.95
1502.82,1383.14,119.68
1502.85,1463.17,39.68
1502.86,1502.86,0
1503.05,1503.05,0
1503.12,1419.77,83.35
1503.21,1447.21,56
1503.3,1480.2,23.1
1503.33,1503.33,0
1503.5,1503.5,0
1503.53,1503.53,0
1503.59,1495.28,8.31
1503.62,1503.62,0
1503.73,1303.66,200.07
1503.73,1503.73,0
1503.8,1503.8,0
1503.81,1498.47,5.34
1503.86,1503.86,0
1503.96,1498.55,5.41
1504.17,1504.17,0
1504.2,1458.2,46
1504.45,1500.45,4
1504.49,1504.49,0
1504.61,1302.62,201.99
1504.63,1504.63,0
1504.91,1500.41,4.5
1504.99,1502.99,2
1505.08,1505.08,0
1505.13,1505.13,0
1505.17,1487.17,18
1505.2,1337.2,168
1505.22,1505.22,0
1505.23,1405.45,99.78
1505.37,1505.37,0
1505.55,1505.55,0
1505.61,1430.61,75
1505.63,1430.63,75
1505.7,1505.7,0
1505.89,1505.89,0
1506.05,1458.59,47.46
1506.18,308.28,1197.9
1506.41,1506.41,0
1506.45,1465.52,40.93
1506.59,1488.59,18
1506.61,1506.61,0
1506.68,1506.68,0
1506.75,1490.3,16.45
1506.82,1430.48,76.34
1506.84,1266.63,240.21
1506.86,1448.13,58.73
1507.27,1439.54,67.73
1507.35,1069.92,437.43
1507.4,1507.4,0
1507.4,1507.4,0
1507.4,1507.4,0
1507.41,1345.91,161.5
1507.58,1505.58,2
1507.66,1170.91,336.75
1507.66,1507.66,0
1507.77,1507.77,0
1508.09,1508.09,0
1508.23,1501.98,6.25
1508.49,1491.64,16.85
1508.63,1495.63,13
1508.74,1377.17,131.57
1508.75,1508.75,0
1508.79,1505.07,3.72
1508.88,1507.88,1
1509.1,1509.1,0
1509.17,1509.17,0
1509.18,1509.18,0
1509.35,1283.35,226
1509.62,1489.62,20
1509.67,1470.67,39
1509.82,1404.82,105
1509.9,1509.9,0
1509.94,1444.64,65.3
1510.15,1456.74,53.41
1510.2,1510.2,0
1510.24,1510.24,0
1510.58,1499.8,10.78
1510.64,1495.64,15
1510.73,1498.13,12.6
1510.83,1510.83,0
1510.9,1495.57,15.33
1510.96,1499.96,11
1511.08,1511.08,0
1511.3,1511.3,0
1511.31,1511.31,0
1511.77,980.21,531.56
1512.02,1512.02,0
1512.02,1512.02,0
1512.15,1491.15,21
1512.15,1491.15,21
1512.61,1502.37,10.24
1512.61,1512.61,0
1512.72,1416.92,95.8
1512.81,1512.81,0
1513.17,1512.57,0.6
1513.19,1513.19,0
1513.24,1513.24,0
1513.28,1119.28,394
1513.39,1513.39,0
1513.49,1513.49,0
1513.68,1310.88,202.8
1513.75,1513.75,0
1513.91,1501.5,12.41
1514,1514,0
1514.11,1502.56,11.55
1514.19,1514.19,0
1514.22,1502.22,12
1514.38,1514.38,0
1514.41,1514.41,0
1514.41,1514.41,0
1514.45,1493.45,21
1514.46,1513.99,0.47
1514.69,1494.98,19.71
1514.83,1483.83,31
1514.88,1491.07,23.81
1515.16,1515.16,0
1515.26,1515.26,0
1515.29,1515.29,0
1515.34,1509.34,6
1515.37,1515.37,0
1515.4,1325.38,190.02
1515.61,1515.61,0
1515.63,1515.63,0
1515.73,1515.73,0
1515.77,1453.27,62.5
1515.86,1099.86,416
1515.87,1515.87,0
1515.87,1515.87,0
1516.04,1464.04,52
1516.16,1511.48,4.68
1516.55,1516.55,0
1516.94,1502.6,14.34
1516.94,1502.6,14.34
1516.96,1512.36,4.6
1517.13,1517.13,0
1517.3,1376.79,140.51
1517.32,1436.32,81
1517.32,1517.32,0
1517.34,1511.34,6
1517.37,1424.37,93
1517.64,1517.64,0
1517.97,1517.97,0
1518.18,1343.56,174.62
1518.21,1518.21,0
1518.6,1518.6,0
1518.96,1518.96,0
1519.11,1424.95,94.16
1519.27,1393.74,125.53
1519.34,1519.34,0
1519.4,1519.4,0
1519.44,1519.44,0
1519.55,1519.55,0
1519.58,1519.58,0
1519.6,1459.41,60.19
1519.83,1497.02,22.81
1519.83,1519.83,0
1519.99,1489.79,30.2
1520.1,1421.92,98.18
1520.2,1478.2,42
1520.28,1520.28,0
1520.29,1502,18.29
1520.47,1516.56,3.91
1520.69,1520.69,0
1520.93,1482.97,37.96
1521.06,1515.47,5.59
1521.07,1521.07,0
1521.1,1521.1,0
1521.32,1508.33,12.99
1521.32,1521.32,0
1521.41,1343.41,178
1521.49,1466.96,54.53
1521.51,1515.03,6.48
1521.7,1466.1,55.6
1521.79,1521.79,0
1521.81,1301.88,219.93
1521.82,1446.32,75.5
1522.13,1522.13,0
1522.18,1522.18,0
1522.21,1467.19,55.02
1522.32,1262.36,259.96
1522.34,1522.34,0
1522.34,1522.34,0
1522.55,1522.55,0
1522.66,1522.66,0
1522.75,1522.75,0
1522.79,1472.37,50.42
1523,1446.86,76.14
1523.08,1407.07,116.01
1523.13,1523.13,0
1523.15,1043.65,479.5
1523.31,1450.2,73.11
1523.33,1520.33,3
1523.43,1523.43,0
1523.71,1523.71,0
1523.75,1523.75,0
1523.99,1523.99,0
1524,1524,0
1524.05,1488.12,35.93
1524.07,1524.05,0.02
1524.1,1524.1,0
1524.2,1443.27,80.93
1524.22,1524.22,0
1524.49,1524.49,0
1524.53,1514.75,9.78
1524.59,1472.34,52.25
1524.74,1448.08,76.66
1524.76,1450.95,73.81
1524.78,1479.67,45.11
1524.78,1524.78,0
1524.82,1023.18,501.64
1524.96,1524.96,0
1525.13,1525.13,0
1525.2,1523.4,1.8
1525.35,1429.11,96.24
1525.39,1521.3,4.09
1525.4,1525.4,0
1525.78,1525.78,0
1525.8,1525.8,0
1525.89,1525.89,0
1525.95,1525.95,0
1525.98,1522.98,3
1526.07,1526.07,0
1526.19,1526.19,0
1526.3,1497.51,28.79
1526.35,1519.43,6.92
1526.43,1496.43,30
1526.44,1526.44,0
1526.59,1526.59,0
1526.66,1526.66,0
1526.72,1516.16,10.56
1526.84,1526.84,0
1526.84,1526.84,0
1526.86,1526.86,0
1526.86,1526.86,0
1526.95,1526.95,0
1527.1,1527.1,0
1527.27,1527.27,0
1527.36,1512.36,15
1527.43,1527.43,0
1527.57,1477.11,50.46
1527.71,1527.71,0
1527.77,1526.27,1.5
1527.89,1489.24,38.65
1527.9,1521.19,6.71
1527.98,1527.98,0
1528.08,1386.18,141.9
1528.16,1528.16,0
1528.24,1528.24,0
1528.33,1409.53,118.8
1528.48,1528.48,0
1528.64,1492.82,35.82
1528.72,1463.97,64.75
1528.78,1510.47,18.31
1528.82,1319.94,208.88
1529.03,1509.03,20
1529.36,1529.36,0
1529.44,1496.02,33.42
1529.88,1454.88,75
1529.95,1529.95,0
1530,1381.82,148.18
1530,1474.25,55.75
1530.07,1530.07,0
1530.09,1530.09,0
1530.11,1530.11,0
1530.14,1480.14,50
1530.16,618.01,912.15
1530.17,1399.66,130.51
1530.21,1529.52,0.69
1530.21,1530.21,0
1530.22,1530.22,0
1530.24,1530.24,0
1530.28,1530.28,0
1530.41,1530.41,0
1530.5,1488.5,42
1530.52,1530.52,0
1530.59,1530.59,0
1530.74,1479.5,51.24
1530.75,1530.75,0
1531.12,1531.12,0
1531.26,1525.67,5.59
1531.3,1483.96,47.34
1531.31,1518.7,12.61
1531.41,1531.41,0
1531.43,1531.43,0
1531.62,1527.12,4.5
1531.63,1531.63,0
1531.73,1531.73,0
1531.76,1450.52,81.24
1531.95,1520.69,11.26
1532.02,1531.02,1
1532.27,1532.27,0
1532.43,1532.43,0
1532.51,1283.51,249
1532.72,1532.72,0
1532.79,1466.55,66.24
1532.8,1006.22,526.58
1532.9,1495.4,37.5
1533.02,1529.25,3.77
1533.1,1467.14,65.96
1533.25,1528.07,5.18
1533.32,1376,157.32
1533.46,1533.46,0
1533.49,1342.49,191
1533.58,1533.58,0
1533.58,1533.58,0
1533.72,1533.72,0
1533.84,1386.84,147
1533.84,1533.84,0
1533.9,1160.9,373
1533.94,1293.1,240.84
1533.96,1521.02,12.94
1533.98,1533.98,0
1534.15,1534.15,0
1534.21,1534.21,0
1534.22,1525.97,8.25
1534.23,1534.23,0
1534.24,1470.24,64
1534.3,1517.86,16.44
1534.65,1428.69,105.96
1534.73,1534.73,0
1534.78,1534.78,0
1534.87,1534.87,0
1534.9,1358.64,176.26
1535.15,1058.64,476.51
1535.27,1413.18,122.09
1535.32,1535.32,0
1535.37,1535.37,0
1535.56,1535.56,0
1535.7,1417.64,118.06
1535.88,1535.88,0
1536.06,1536.06,0
1536.07,1518.7,17.37
1536.09,1536.09,0
1536.46,1536.46,0
1536.54,1536.54,0
1536.55,1111.21,425.34
1536.56,1536.56,0
1536.57,1536.57,0
1536.58,1536.58,0
1536.59,1532.38,4.21
1536.61,1532.58,4.03
1536.71,1488.71,48
1536.8,1536.8,0
1536.85,1414.14,122.71
1536.92,1536.92,0
1536.97,1536.97,0
1536.98,1536.98,0
1537.06,1537.06,0
1537.22,1523.22,14
1537.33,1506.33,31
1537.82,1537.82,0
1538.13,1398.88,139.25
1538.13,1398.88,139.25
1538.46,1538.46,0
1538.58,1515.58,23
1538.59,1538.59,0
1538.68,1436.68,102
1538.71,1538.71,0
1538.83,1520.67,18.16
1538.97,1538.97,0
1539.02,1465.52,73.5
1539.16,1539.16,0
1539.43,1490.28,49.15
1539.6,1539.6,0
1539.68,1539.68,0
1539.69,1500.66,39.03
1539.72,1509.72,30
1539.89,1364.77,175.12
1540.13,1520.58,19.55
1540.2,1479.2,61
1540.22,1540.22,0
1540.26,1540.26,0
1540.3,1538,2.3
1540.39,1540.39,0
1540.48,1540.48,0
1540.68,1525.68,15
1540.71,1535.71,5
1540.96,1114.96,426
1540.96,1540.96,0
1541.38,1519.74,21.64
1541.39,1394.39,147
1541.46,1541.46,0
1541.53,1523.53,18
1541.61,1526.61,15
1541.76,1508.55,33.21
1541.8,1537.67,4.13
1542.12,1498.42,43.7
1542.16,1477.01,65.15
1542.2,1542.2,0
1542.25,1505.25,37
1542.37,1542.37,0
1542.39,1526.39,16
1542.57,1538.56,4.01
1542.58,1542.54,0.04
1542.64,1516.09,26.55
1542.92,1452.92,90
1542.94,1533.94,9
1542.99,1485.55,57.44
1543.07,1101.51,441.56
1543.09,1538.19,4.9
1543.19,1494.96,48.23
1543.24,1468.63,74.61
1543.33,1543.33,0
1543.55,1543.55,0
1543.64,1543.64,0
1543.85,1543.85,0
1544.02,1544.02,0
1544.05,1544.05,0
1544.07,1544.07,0
1544.1,1544.1,0
1544.23,1544.23,0
1544.36,1537.55,6.81
1544.8,1491.76,53.04
1544.87,1544.87,0
1544.94,1431.13,113.81
1545.22,1545.22,0
1545.22,1545.22,0
1545.24,1513.24,32
1545.39,1545.39,0
1545.39,1545.39,0
1545.45,1545.45,0
1545.48,1224.48,321
1545.5,1516.77,28.73
1545.58,1491.58,54
1545.59,1545.59,0
1545.63,1499.43,46.2
1545.66,1312.37,233.29
1545.67,1536.6,9.07
1545.68,1545.68,0
1545.69,1463.74,81.95
1545.76,1545.76,0
1545.8,1545.8,0
1545.81,1524.81,21
1545.88,1503.88,42
1546.09,998.69,547.4
1546.15,1454.05,92.1
1546.16,1546.16,0
1546.24,1134.08,412.16
1546.35,1546.35,0
1546.36,1546.36,0
1546.38,1516.53,29.85
1546.68,1485.68,61
1546.69,1546.69,0
1546.73,1546.73,0
1546.77,1501.77,45
1546.84,1546.84,0
1547.39,1521.82,25.57
1547.41,1536.47,10.94
1547.43,1547.43,0
1547.52,1547.52,0
1547.58,1547.58,0
1547.63,1547.63,0
1547.64,1547.64,0
1547.64,1547.64,0
1547.95,1524.95,23
1548.05,1522.9,25.15
1548.19,1488.19,60
1548.5,1548.5,0
1548.7,1483.35,65.35
1548.7,1483.35,65.35
1548.86,1112.56,436.3
1548.86,1548.86,0
1548.92,1548.92,0
1548.97,1548.97,0
1549.08,949.08,600
1549.08,949.08,600
1549.27,1420.6,128.67
1549.32,1549.32,0
1549.33,1497.55,51.78
1549.36,1549.36,0
1549.37,1541.1,8.27
1549.38,1446.88,102.5
1549.39,1549.39,0
1549.4,1549.4,0
1549.46,1530.46,19
1549.47,1549.47,0
1549.54,1549.54,0
1549.55,1549.55,0
1549.77,1549.77,0
1549.79,1549.79,0
