total,amt1,amt2
30513.52,30513.52,0
30518.4,27211.28,3307.12
30524.53,29507.62,1016.91
30525.35,30496.88,28.47
30525.86,29595.19,930.67
30532.66,30532.66,0
30538.59,29289.5,1249.09
30542.19,29676.05,866.14
30542.43,26454.53,4087.9
30544.88,27768.5,2776.38
30555.54,26099.26,4456.28
30557.07,29661.65,895.42
30559.57,30559.57,0
30566.01,28183.81,2382.2
30570.51,30351.87,218.64
30570.6,28617.6,1953
30574.1,30032.26,541.84
30576.91,28455.75,2121.16
30589.5,30589.5,0
30590.48,30411.63,178.85
30595.76,30595.76,0
30597.63,29594.6,1003.03
30601.63,30601.63,0
30609.27,29485.8,1123.47
30620.85,30438.57,182.28
30624.79,30624.79,0
30628.56,30628.56,0
30637.85,30244.21,393.64
30637.98,29882.49,755.49
30638.22,30638.22,0
30638.78,30638.78,0
30639.62,30639.62,0
30650.24,29960.51,689.73
30651.72,30548.8,102.92
30653.45,29959.69,693.76
30658.32,30658.32,0
30664.19,30664.19,0
30667.61,30654.37,13.24
30689.31,28549.97,2139.34
30699.48,30699.48,0
30709.74,30709.74,0
30711.53,30650.73,60.8
30712.81,30712.81,0
30716.01,30716.01,0
30721.86,28393.74,2328.12
30735.05,30492.85,242.2
30735.62,30615.08,120.54
30737.99,30574.81,163.18
30741.79,29387.79,1354
30750.09,30222.9,527.19
30750.21,28939.3,1810.91
30756.44,30756.44,0
30758.72,28198.12,2560.6
30765.41,30254.41,511
30770.19,30770.19,0
30770.19,30770.19,0
30770.37,30409.28,361.09
30778.76,30009.76,769
30781.19,30781.19,0
30781.42,30159.48,621.94
30788.58,30788.58,0
30789.28,26420.26,4369.02
30798.32,30544.61,253.71
30801.05,29759.02,1042.03
30803.39,30672.24,131.15
30808.58,30630.14,178.44
30820.53,30772.68,47.85
30828.02,29452.41,1375.61
30832.02,30832.02,0
30841.58,28313.81,2527.77
30863.56,30795.56,68
30869.68,29769.49,1100.19
30881.7,28418.35,2463.35
30887.43,30827.93,59.5
30892.41,30650.13,242.28
30894.96,28729.19,2165.77
30898.23,30653.22,245.01
30908.28,30908.28,0
30911.26,30821.34,89.92
30916.57,30207.04,709.53
30916.62,30050.78,865.84
30930.33,30593.94,336.39
30930.97,30912.45,18.52
30931.72,30756.02,175.7
30941.13,30941.13,0
30947.64,30947.64,0
30959.39,30959.39,0
30960.57,30942.89,17.68
30962.74,30962.74,0
30965.92,30835.57,130.35
30969.07,30969.07,0
30970.14,30590.39,379.75
30971.04,29314.05,1656.99
30980.09,28569.66,2410.43
30981.26,30981.26,0
30985.27,30985.27,0
31005.08,30387.23,617.85
31018.51,31018.51,0
31037.48,31037.48,0
31045.3,31034.74,10.56
31055.58,29582.26,1473.32
31072.15,31072.15,0
31073.75,31073.75,0
31077.44,31053.44,24
31079.85,30749.85,330
31080.63,30984.75,95.88
31081.16,25893.21,5187.95
31087.02,29157.16,1929.86
31093.93,31093.93,0
31094.74,27982.28,3112.46
31108.65,28940.11,2168.54
31114.31,30967.31,147
31119.27,27961.37,3157.9
31125.05,31125.05,0
31129.84,27821.1,3308.74
31137.04,31132.06,4.98
31137.73,31091.88,45.85
31138.26,25100.58,6037.68
31169.59,31169.59,0
31171.43,30909.44,261.99
31179.71,31179.71,0
31184.31,31161.14,23.17
31184.31,31161.14,23.17
31197.93,31197.93,0
31213.67,28699.56,2514.11
31215.16,31215.16,0
31229.93,31198.81,31.12
31232.08,31209.16,22.92
31237.04,31190.17,46.87
31237.68,31104.06,133.62
31247.54,31196.54,51
31268.73,31102.35,166.38
31275.55,31162.03,113.52
31291.14,30707.11,584.03
31294.44,29568.43,1726.01
31308.03,30087.02,1221.01
31309.6,24182.94,7126.66
31316.31,31018.08,298.23
31319.77,31054.12,265.65
31328.75,30599.71,729.04
31337.41,31327.16,10.25
31341.43,30733.12,608.31
31342.62,30229.59,1113.03
31343.22,31343.22,0
31349.99,31349.99,0
31352.34,31256.34,96
31356.14,31356.14,0
31361.13,31361.13,0
31362.15,30669.88,692.27
31362.39,30179.45,1182.94
31362.39,30179.45,1182.94
31368.95,1825.27,29543.68
31368.95,1825.27,29543.68
31380.27,30842.78,537.49
31403.31,30589.17,814.14
31408.8,31408.8,0
31417.22,23854.78,7562.44
31421.1,31421.1,0
31443.37,31443.37,0
31453.17,31050.96,402.21
31453.17,31050.96,402.21
31454.46,31219.5,234.96
31456.22,30400.83,1055.39
31463,31463,0
31472.87,27712,3760.87
31475.44,30729.07,746.37
31475.64,31475.64,0
31476.6,30571.29,905.31
31479.02,30280.84,1198.18
31482.35,31482.35,0
31487,31487,0
31498.62,30915.26,583.36
31499.43,30699.72,799.71
31508.44,24357.45,7150.99
31509.45,31509.45,0
31509.45,31509.45,0
31519.87,29190.16,2329.71
31534.03,31328.07,205.96
31547.3,31122.04,425.26
31556.31,31328.3,228.01
31559.93,30660.43,899.5
31571.47,29823.75,1747.72
31579.64,28184.7,3394.94
31587.38,31436.66,150.72
31594.1,31594.1,0
31597.56,31436.9,160.66
31599.19,31100.47,498.72
31615.95,31615.95,0
31619.82,29723.61,1896.21
31621.55,30463.88,1157.67
31621.57,31621.57,0
31621.57,31621.57,0
31624.41,31624.41,0
31625.44,31506.02,119.42
31645.54,30602.69,1042.85
31648.72,31130.18,518.54
31651.97,31651.97,0
31657.3,31657.3,0
31660.4,31660.4,0
31665.34,31094.2,571.14
31668.34,31668.34,0
31669.09,31669.09,0
31671.33,31557.63,113.7
31676.89,31405.27,271.62
31684.33,30899.42,784.91
31685.07,30454.39,1230.68
31688.4,30315.44,1372.96
31702.79,31666.79,36
31705.6,3253.6,28452
31733.59,31497.11,236.48
31734.45,31734.45,0
31737.82,31347.21,390.61
31737.82,31347.21,390.61
31738.76,30157.58,1581.18
31749.08,29715.7,2033.38
31758.07,29610.48,2147.59
31759.65,30121.8,1637.85
31769.01,25660.77,6108.24
31772.18,31750.96,21.22
31774.05,31774.05,0
31778.96,28601.46,3177.5
31781.25,31440.76,340.49
31782.08,23498.53,8283.55
31785.68,31785.68,0
31814.54,25703.68,6110.86
31814.7,30456.04,1358.66
31815.24,31800.23,15.01
31822.78,31376.61,446.17
31822.78,31376.61,446.17
31834.87,31834.87,0
31835.9,29410.67,2425.23
31836.56,31783.83,52.73
31838.74,31838.74,0
31839.27,31839.27,0
31840.06,31840.06,0
31842.18,31842.18,0
31850.53,31487.92,362.61
31861.67,30827.58,1034.09
31865.82,28454.69,3411.13
31868.27,31530.67,337.6
31868.87,31385.6,483.27
31870.76,31870.76,0
31876.23,31876.23,0
31877.64,31861.46,16.18
31902.75,31770.18,132.57
31918.18,26692.04,5226.14
31926.92,31904.23,22.69
31932.18,30919.99,1012.19
31934.09,31934.09,0
31952.09,28969.79,2982.3
31961.67,31537.21,424.46
31972.59,31907.41,65.18
31974.79,31940,34.79
31978.22,31905.58,72.64
31981.87,31184.1,797.77
31985.21,30809.91,1175.3
31996.23,31996.23,0
32020.98,32020.98,0
32025.99,31775.89,250.1
32037.38,32037.38,0
32046.03,31244.79,801.24
32046.36,32046.36,0
32047.52,20111.52,11936
32047.78,32035.47,12.31
32054.08,27421.84,4632.24
32056.32,31868.7,187.62
32056.59,31382.17,674.42
32056.68,29993.2,2063.48
32059.01,31634.22,424.79
32061.03,31369.72,691.31
32065.57,30746.04,1319.53
32074.31,32074.31,0
32089.28,32089.28,0
32101.88,32101.88,0
32110.14,31683.21,426.93
32110.5,32110.5,0
32136.82,32136.82,0
32142.88,30645.79,1497.09
32144.34,32144.34,0
32145.01,32145.01,0
32154.47,32154.47,0
32165.13,32032.15,132.98
32166.07,32166.07,0
32166.21,32166.21,0
32169.55,32169.55,0
32175.05,30925.47,1249.58
32177.61,32177.61,0
32182.35,31559.56,622.79
32183.86,32100.76,83.1
32189.55,31077.57,1111.98
32190.35,31968.83,221.52
32191.18,32191.18,0
32199.53,26312.24,5887.29
32203.31,32203.31,0
32206.32,31603.32,603
32210.98,31891.08,319.9
32211.2,32211.2,0
32213.47,30569.05,1644.42
32214.44,32094.44,120
32215.25,31945.3,269.95
32215.71,31758.86,456.85
32216.55,32216.55,0
32219.44,32159.44,60
32236.7,31864.7,372
32243.27,32098.16,145.11
32243.77,19453.62,12790.15
32247.49,32238.49,9
32252.08,32252.08,0
32254.6,31856.17,398.43
32276.61,31572.4,704.21
32287.34,32287.34,0
32289.29,31509.14,780.15
32297.2,32297.2,0
32299.9,32299.9,0
32322.8,29270.21,3052.59
32326.3,26957.92,5368.38
32327.67,30604.7,1722.97
32328.74,32328.74,0
32331.22,32054.33,276.89
32337.85,32337.85,0
32344.54,31942.35,402.19
32344.54,31942.35,402.19
32344.65,32344.65,0
32349.09,31084.34,1264.75
32361.07,31979.69,381.38
32361.1,27732.2,4628.9
32362.11,29868.7,2493.41
32363,26634.19,5728.81
32377.46,30948.29,1429.17
32378.04,23053.29,9324.75
32380.88,32380.88,0
32383.52,31363.25,1020.27
32386.73,32386.73,0
32388.81,32388.81,0
32389.58,32139.48,250.1
32392.43,31655.13,737.3
32404.71,27014.59,5390.12
32406.6,31698.86,707.74
32408.9,32408.9,0
32414.66,32414.66,0
32415.5,31604.74,810.76
32416.42,28747.18,3669.24
32416.97,32371.57,45.4
32420.49,32420.49,0
32422.67,32422.67,0
32422.79,31870.88,551.91
32422.95,31168.15,1254.8
32425.28,32425.28,0
32436.27,31746.33,689.94
32441.1,32291.36,149.74
32452.19,30797.51,1654.68
32459.88,32329.38,130.5
32463.64,29079.51,3384.13
32467.53,32467.53,0
32475.09,32144.54,330.55
32478.61,31847.77,630.84
32483.55,32483.55,0
32488.55,32222.42,266.13
32492.86,31780.55,712.31
32492.95,32492.95,0
32498.21,31160.99,1337.22
32499.98,32445.98,54
32503.53,25973.08,6530.45
32513.12,32501,12.12
32519.61,31483.64,1035.97
32538.71,32218.98,319.73
32539.17,32513.2,25.97
32541.31,28404.01,4137.3
32548.46,32396.56,151.9
32549.72,32469.3,80.42
32551.12,20801.32,11749.8
32555.04,32555.04,0
32557.71,31029.25,1528.46
32566.04,32501.76,64.28
32566.04,32501.76,64.28
32582.44,32559.94,22.5
32591.95,30796.24,1795.71
32611.76,30811.37,1800.39
32616.12,32114.37,501.75
32616.4,32612.4,4
32619.68,32619.68,0
32619.79,31215.84,1403.95
32619.86,32442.65,177.21
32631,32538.64,92.36
32635.54,32635.54,0
32644.07,32036.52,607.55
32648.86,31897.21,751.65
32649.42,24854.56,7794.86
32657.21,27980.88,4676.33
32660.12,31909.35,750.77
32665.31,32252.17,413.14
32674.96,32432.96,242
32680.83,32600.07,80.76
32686.21,32472.35,213.86
32696.02,32696.02,0
32700.76,32310.43,390.33
32703.31,32631.82,71.49
32704.19,25022.59,7681.6
32704.71,31854.62,850.09
32704.91,32704.91,0
32710.41,32665.07,45.34
32711.32,32711.32,0
32712.88,27443.66,5269.22
32712.88,27443.66,5269.22
32718.08,32605.37,112.71
32739.12,32134.46,604.66
32745,30789.63,1955.37
32752.28,32491.78,260.5
32754.72,32754.72,0
32760.02,32583.02,177
32760.81,32658.81,102
32762.86,32762.86,0
32765.87,32765.87,0
32766.85,32766.85,0
32773.19,30374.38,2398.81
32774.86,32774.86,0
32777.27,31605.02,1172.25
32777.27,31605.02,1172.25
32780.42,32700.82,79.6
32800.64,32504.79,295.85
32812.83,32748.76,64.07
32823.61,32823.61,0
32824.54,32091.61,732.93
32825.61,31248.17,1577.44
32826.67,32700.15,126.52
32832.13,32832.13,0
32833.09,32687.09,146
32852.9,32852.9,0
32862.64,32148.72,713.92
32862.64,32148.72,713.92
32865.25,32718.54,146.71
32873.69,30876.19,1997.5
32885.34,32827.37,57.97
32907.08,32877.96,29.12
32916.35,29776.67,3139.68
32918.95,32918.95,0
32925.88,32305.08,620.8
32936.4,32838.75,97.65
32938.91,32862.99,75.92
32941.83,32785.72,156.11
32942.86,32908.28,34.58
32965.69,32965.69,0
32982.91,32910.91,72
32983.46,8200.03,24783.43
32984.67,27341.09,5643.58
33021.42,32147.15,874.27
33022.06,32581.05,441.01
33022.22,30706.03,2316.19
33026.73,32738.04,288.69
33031.6,33031.6,0
33031.6,33031.6,0
33034.46,32725.04,309.42
33035.87,32062.09,973.78
33037.82,29203.52,3834.3
33037.82,29203.52,3834.3
33038.56,33038.56,0
33047.57,32698.37,349.2
33058.86,32931.47,127.39
33060.6,33060.6,0
33065.48,32735.27,330.21
33068.59,2190.77,30877.82
33084.96,32332.28,752.68
33085.28,28410.35,4674.93
33091.47,33087.69,3.78
33096.98,29947.54,3149.44
33099.64,32955.64,144
33102.04,31568.37,1533.67
33107.14,32307.17,799.97
33111.92,33057.02,54.9
33112.95,32890.75,222.2
33118.5,32275.67,842.83
33127.32,30924.05,2203.27
33140.55,33140.55,0
33152.06,33049.51,102.55
33156.22,32854.98,301.24
33160.21,31156.17,2004.04
33165.66,32061.16,1104.5
33170.28,32945.83,224.45
33176.44,24901.89,8274.55
33177.42,33066.94,110.48
33179.85,32748.9,430.95
33182.61,32148.76,1033.85
33196.82,33196.82,0
33202.44,31215.66,1986.78
33203.52,17203.13,16000.39
33203.71,33092.71,111
33215.38,31103.35,2112.03
33216.26,33216.26,0
33226.31,31451.56,1774.75
33229.04,33155.97,73.07
33231.79,32027.1,1204.69
33232.1,33232.1,0
33233.17,32788.29,444.88
33234.56,33142.47,92.09
33236.54,33236.54,0
33239.39,32569.65,669.74
33241.88,33095.56,146.32
33244.5,33244.5,0
33257.5,32493,764.5
33263.97,33236.97,27
33277.11,28167.67,5109.44
33277.82,32135.36,1142.46
33280.83,30210.34,3070.49
33296.23,32610.23,686
33296.37,33296.37,0
33297.79,31576.65,1721.14
33305.5,33200.88,104.62
33313.05,33100.13,212.92
33328.76,32760.38,568.38
33336.43,31550.73,1785.7
33360.17,33273.92,86.25
33367.77,32396.39,971.38
33367.77,32396.39,971.38
33380.99,32752.95,628.04
33381.74,32074.69,1307.05
33382.16,33128.7,253.46
33382.4,33382.4,0
33404.54,33240.03,164.51
33418.83,32719.04,699.79
33432.47,33214.27,218.2
33444.14,30723.25,2720.89
33451.04,33407.05,43.99
33457.87,32993.28,464.59
33463.38,33355.43,107.95
33476.84,31382.99,2093.85
33478.33,33478.33,0
33479.35,32958.15,521.2
33487.31,33159.5,327.81
33489.88,33228.67,261.21
33503.25,33329.24,174.01
33511.32,31216.35,2294.97
33513.01,32633.6,879.41
33525.17,33525.17,0
33527.32,33220.98,306.34
33532.81,33397.2,135.61
33547.2,33527.37,19.83
33547.44,33144.62,402.82
33558.2,33558.2,0
33569.44,33569.44,0
33571.07,33571.07,0
33572.57,33572.57,0
33587.12,31541.88,2045.24
33594.02,32795.03,798.99
33596.64,33165.13,431.51
33596.64,33165.13,431.51
33601.66,33601.66,0
33617.43,33457.33,160.1
33636.82,33636.82,0
33638.06,33638.06,0
33640.45,33191.45,449
33642.02,33355.61,286.41
33642.02,33355.61,286.41
33649.76,32331.56,1318.2
33651.63,32769.41,882.22
33651.63,32769.41,882.22
33655.49,32344.72,1310.77
33660.73,33644.39,16.34
33674.85,33203.06,471.79
33688.31,33688.31,0
33689.53,33602.08,87.45
33701.98,33701.98,0
33709.26,33530.69,178.57
33722.33,33704.33,18
33723.78,33620.66,103.12
33726.41,33726.41,0
33727.65,32974.68,752.97
33733.24,31510.82,2222.42
33736,33721,15
33736.51,33422.35,314.16
33739.8,33739.8,0
33750.55,33675.55,75
33754.25,33754.25,0
33763.48,33753.32,10.16
33769.19,33769.19,0
33769.96,33150.02,619.94
33795.87,32064.58,1731.29
33798.51,33798.51,0
33815.2,31369.11,2446.09
33819.63,33795.63,24
33821.24,32819.73,1001.51
33821.24,32819.73,1001.51
33825.21,33783.05,42.16
33844.7,28468.73,5375.97
33848.89,33717.97,130.92
33867.81,33196.96,670.85
33868.02,33687.94,180.08
33868.84,33723.58,145.26
33869.6,31410.89,2458.71
33884.26,33181.02,703.24
33890.06,33260.76,629.3
33890.12,33890.12,0
33908.15,33355.59,552.56
33917.26,33288.38,628.88
33919.43,29909.25,4010.18
33927.87,32710.93,1216.94
33931.88,33931.88,0
33954.37,33954.37,0
33966.3,26068.71,7897.59
33977.52,33175.64,801.88
33987.35,33987.35,0
33993.28,33886.05,107.23
34003.82,34003.82,0
34007.55,33394.01,613.54
34015.31,34015.31,0
34019.55,34019.55,0
34029.65,19196.51,14833.14
34045.39,29891.85,4153.54
34046.55,34036.36,10.19
34050.1,34050.1,0
34050.3,32209.86,1840.44
34055.97,33611.38,444.59
34081.21,34081.21,0
34083.04,32738.46,1344.58
34087.84,33407.75,680.09
34112.81,33599.3,513.51
34118.25,34118.25,0
34129.58,33567.85,561.73
34135.8,34069,66.8
34136.38,32638.11,1498.27
34158.78,32068.13,2090.65
34186.32,33930.79,255.53
34189.29,33432.51,756.78
34189.78,33879.65,310.13
34194.83,32119.27,2075.56
34206.21,33680.65,525.56
34209.49,34209.49,0
34213,33896.36,316.64
34228.28,32027.55,2200.73
34230.72,34230.72,0
34237.48,34237.48,0
34238.98,22522.57,11716.41
34241.38,33971.3,270.08
34243.96,32651.02,1592.94
34246.77,34246.77,0
34249.39,34244.39,5
34258.35,33945.8,312.55
34260.14,33996.21,263.93
34261.22,32010.86,2250.36
34262.66,33803.73,458.93
34270.47,26715.66,7554.81
34274.88,34274.88,0
34275.93,34275.93,0
34284.28,33286.59,997.69
34292.05,30479.64,3812.41
34298.58,34242.14,56.44
34298.9,34298.9,0
34300.4,34254.46,45.94
34312.34,34312.34,0
34313.66,34313.66,0
34316,34316,0
34322.18,31489.95,2832.23
34327.83,33832.83,495
34332.8,34332.8,0
34337.06,30977.95,3359.11
34339.56,33452.96,886.6
34342.08,34342.08,0
34349.81,34349.81,0
34350.39,34350.39,0
34355.27,34079.27,276
34382.37,33996.01,386.36
34383.06,34383.06,0
34388.92,33844.76,544.16
34388.92,34388.92,0
34389.18,34389.18,0
34389.93,32736.61,1653.32
34408.68,34325.54,83.14
34413.08,34413.08,0
34415.63,34259.24,156.39
34422.47,34050.47,372
34430.67,34171.67,259
34431.42,34431.42,0
34431.89,34431.89,0
34441.63,34393.66,47.97
34451.2,34390.3,60.9
34460.49,33284.88,1175.61
34461.83,34085.22,376.61
34471.39,34450.84,20.55
34473.05,34473.05,0
34492.48,34306.85,185.63
34495.78,34495.78,0
34502.89,34423.67,79.22
34503.6,33638.79,864.81
34510.99,33388.3,1122.69
34533.09,25440.27,9092.82
34537.57,34537.57,0
34540.5,33621.65,918.85
34543.37,34029.72,513.65
34557.56,34094.55,463.01
34560.2,33635.23,924.97
34561.55,34561.55,0
34573.04,34492.84,80.2
34573.04,34492.84,80.2
34575.83,34398.64,177.19
34575.83,34398.64,177.19
34579.7,34575.31,4.39
34596.91,32703.44,1893.47
34602.56,33877.96,724.6
34603.28,34603.28,0
34609.16,32168.2,2440.96
34614.28,31910.07,2704.21
34621.02,27644.72,6976.3
34621.59,34621.59,0
34635.42,34569.42,66
34641.61,34362.61,279
34648.4,34648.4,0
34654.33,34654.33,0
34657.64,34657.64,0
34658.22,23317.96,11340.26
34686.28,34412.83,273.45
34690.46,34690.46,0
34693.47,34693.47,0
34696.09,34604.08,92.01
34719.58,34686.24,33.34
34734.34,34261.82,472.52
34742.47,31206.02,3536.45
34752.39,32233.96,2518.43
34755.78,33287.85,1467.93
34763.63,34734.84,28.79
34766.92,34766.92,0
34768.86,34289.2,479.66
34774.66,34774.66,0
34778.18,34778.18,0
34790.91,24388.98,10401.93
34803.01,33035.86,1767.15
34812.34,33970.98,841.36
34812.89,34812.89,0
34816.04,34816.04,0
34832.59,34637.41,195.18
34835.27,33559.13,1276.14
34835.27,33559.13,1276.14
34836.26,34363.71,472.55
34842.64,34283.48,559.16
34851.28,34188.01,663.27
34859.82,34389.38,470.44
34886.75,34706.63,180.12
34898.77,1793.42,33105.35
34900.68,34900.68,0
34900.68,34900.68,0
34913.28,34913.28,0
34918.88,34918.88,0
34939.35,34616.39,322.96
34940.87,34940.87,0
34943.92,34943.92,0
34945.43,34509,436.43
34962.56,34962.56,0
34996.78,32016.11,2980.67
34998.83,34475.41,523.42
34998.83,34475.41,523.42
34999.77,34577.46,422.31
35000.9,32584.8,2416.1
35003.43,34959.81,43.62
35018.87,35018.87,0
35037.94,28881.58,6156.36
35049.94,34587.77,462.17
35055.96,35055.96,0
35062.98,34975.79,87.19
35075.27,35075.27,0
35082.14,35046.72,35.42
35094.61,34935.85,158.76
35103.87,32811.64,2292.23
35109.6,35040.38,69.22
35122.63,34196.03,926.6
35127.58,35095.66,31.92
35127.93,35127.93,0
35149.83,32090.29,3059.54
35154.56,31216.98,3937.58
35160.35,34544.4,615.95
35181.61,34420.09,761.52
35181.67,33617.23,1564.44
35195.37,33361.23,1834.14
35209.21,34929.04,280.17
35209.77,35173.37,36.4
35214.5,31150.71,4063.79
35220.7,33156.77,2063.93
35228.73,34140.7,1088.03
35239.95,34978.49,261.46
35243.76,35243.76,0
35249.56,24946.06,10303.5
35268.31,35244.38,23.93
35272.75,25678.81,9593.94
35283.22,32865.04,2418.18
35284.13,35215.64,68.49
35304.6,35010.84,293.76
35305.25,35002.46,302.79
35313.15,34656.15,657
35326.85,35326.85,0
35333.02,35128.09,204.93
35336.48,35323.76,12.72
35340.11,35122.07,218.04
35362.26,34249.95,1112.31
35368.03,35368.03,0
35369.09,34275.06,1094.03
35374.67,35373.61,1.06
35375.92,35375.92,0
35386.07,34284.7,1101.37
35394.56,35178.95,215.61
35400.27,35321.23,79.04
35408.44,34940.62,467.82
35410.09,34732.4,677.69
35419.67,34183.56,1236.11
35429.33,35357.33,72
35431.29,35431.29,0
35453.12,35453.12,0
35461.38,35001.96,459.42
35465.05,35465.05,0
35465.77,35465.77,0
35466.59,35312.42,154.17
35468.76,35419.17,49.59
35469.75,33761.8,1707.95
35470.79,34683.79,787
35489.63,35489.63,0
35507.23,35484.26,22.97
35518.35,35518.35,0
35520.95,35456.89,64.06
35526.19,35526.19,0
35538.36,34240.98,1297.38
35538.45,35481.45,57
35550.77,35550.77,0
35560.62,35560.62,0
35566.03,35525.54,40.49
35574.81,35389.31,185.5
35584.45,32131.74,3452.71
35596.52,34585.02,1011.5
35603.29,35603.29,0
35607.96,19308.76,16299.2
